PO_NUMBER,AGENCY_NAME,NIGP_DESCRIPTION,PO_TOTAL_AMOUNT,ORDER_DATE,SUPPLIER,SUPPLIER_FULL_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE
PO352134,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$11280.00,01/03/2011,ROBERT MORRIS,413 5TH STREET NE  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO352606,DISTRICT DEPARTMENT OF THE ENVIRONMENT,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$9120.00,01/07/2011,ANA MARIA RAMOS-KOHN,4625 49TH STREET NW   ; WASHINGTON  ; DC  ; 20016-,WASHINGTON  ,DC
PO352607,DC NATIONAL GUARD,"FOR CREDIT CLASSES, SEMINARS, WORKSHOPS, ETC. 25",$3258.00,01/07/2011,ASHFORD UNIVERSITY LLC,13880 STOWE DRIVE                                  SUITE C  ; POWAY  ; CA  ; 92064,POWAY  ,CA
PO352599,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,ADVERTISING/PUBLIC RELATIONS 03,$2995.00,01/07/2011,CAREER PUBLISHING GROUP INC,6110 CEDARCREST RD NW STE 350-244  ; ACWORTH  ; GA  ; 30101,ACWORTH  ,GA
PO352718,OFFICE OF THE CHIEF MEDICAL EXAMINER,"LABORATORY EQUIPMENT AND ACCESSORIES, MAINTENANCE AND REPAIR: FOR GENERAL AND ANALYTICAL RESEARCH USE, NUCLEAR, OPTICAL, PHYSICAL 62",$3600.00,01/08/2011,NOVA BIOMEDICAL CORPORATION,200 PROSPECT ST.  ; WALTHAM  ; MA  ; 02454,WALTHAM  ,MA
PO352799,DEPARTMENT OF HEALTH,"CHEMICAL TESTING SERVICES (FOR LABORATORY TESTING, SEE 962-22) 31",$5640.00,01/10/2011,ORGANIC STANDARD SOLUTIONS INT,2030 SAVAGE ROAD  ; CHARLESTON  ; SC  ; 29407,CHARLESTON  ,SC
PO347523-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$17008.00,01/10/2011,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO352850,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$7182.40,01/10/2011,ADVANCED LEARNING CENTERS,317 INVERNESS WAY SO STE 150   ; ENGLEWOOD  ; CO  ; 80112-,ENGLEWOOD  ,CO
PO344048-V2,CHILD AND FAMILY SERVICES,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$20000.00,01/10/2011,SARA MACK,"8750 GEORGIA AVE, APT. 229A  ; SILVER SPRING  ; MD  ; 20910",SILVER SPRING  ,MD
PO352720,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$186216.80,01/10/2011,TREE OF LIFE COMMUNITY PCS,2315 18TH PLACE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO352792,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$49827.65,01/10/2011,TREE OF LIFE COMMUNITY PCS,2315 18TH PLACE NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO352798,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$10273.59,01/10/2011,LATIN AMERICAN MONTESSORI,"1375 MISSOURI AVENUE, NW  ; WASHINGTON  ; DC  ; 20011-1807",WASHINGTON  ,DC
PO306533-V7,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$185301.95,01/10/2011,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO306446-V5,OFFICE OF CHIEF TECHNOLOGY OFFICER,COMPUTER SOFTWARE CONSULTING 29,$119233.69,01/10/2011,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO352785,DEPARTMENT OF EMPLOYMENT SERVICES,CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,$15324.80,01/10/2011,"OST, INC.",1155 15TH STREET NW                                SUITE 600  ; WASHINGTON  ; DC  ; 20005,WASHINGTON  ,DC
PO352805,FIRE AND EMERGENCY MEDICAL SERVICES,MEDICAL AND DENTAL EQUIPMENT AND SUPPLIES 67,$18708.40,01/10/2011,"DHHS, PSC, DPM","PSC, FMS RM 16A-12 5600 FISHERS LANE   ; ROCKVILLE  ; MD  ; 20857-",ROCKVILLE  ,MD
PO352825,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$14587.00,01/10/2011,BIG INCORPORATED,2800 BLADENSBURG ROAD NE  ; WASHINGTON  ; DC  ; 20018,WASHINGTON  ,DC
PO352737,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, STREET LIGHTING 32",$80166.78,01/10/2011,FORT MYER CONSTRUCTION CORPORA,"2237 - 33RD STREET, N.E.  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO352741,DEPARTMENT OF TRANSPORTATION,"CONSTRUCTION, HIGHWAY AND ROAD 27",$1091476.27,01/10/2011,FORT MYER CONSTRUCTION CORPORA,"2237 - 33RD STREET, N.E.  ; WASHINGTON  ; DC  ; 20018",WASHINGTON  ,DC
PO352828,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"PRINTER ACCESSORIES AND SUPPLIES: CHEMICALS, FORMS TRACTORS, INKS AND CARTRIDGES, LABEL SHEETS, SHEET FEEDERS, TONER CARTRIDGES, WHEELS, ETC. 72",$5580.46,01/10/2011,METROPOLITAN OFFICE PRODUCTS,910 BARNABY ST SE # 201  ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO352849,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,POSTAGE METER SUPPLIES 80,$3070.47,01/10/2011,METROPOLITAN OFFICE PRODUCTS,910 BARNABY ST SE # 201  ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO352759,STATE SUPERINTENDENT OF EDUCATION (OSSE),PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$4620.63,01/10/2011,METROPOLITAN OFFICE PRODUCTS,910 BARNABY ST SE # 201  ; WASHINGTON  ; DC  ; 20032-,WASHINGTON  ,DC
PO352793,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CONCESSIONS, CATERING, VENDING: MOBILE AND STATIONARY 15",$5000.00,01/10/2011,DUTCHMILL CATERERS,"639 INDIANA AVENUE, NW   ; WASHINGTON  ; DC  ; 20004-",WASHINGTON  ,DC
PO347984-V2,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$200000.00,01/10/2011,ADVOCATES FOR JUSTICE & ED.,1012 PENNSYLVANIA AVE. SE   ; WASHINGTON  ; DC  ; 20003-,WASHINGTON  ,DC
PO347903-V2,DEPARTMENT ON DISABILITY SERVICES,"VOCATIONAL TRAINING, ALL TYPES  (INCLUDING VOCATIONAL REHABILITATION AND TECHNICAL EDUCATION) 86",$20966.40,01/10/2011,MIDTOWN PERSONNEL INC,"900 7TH STREET, NW SUITE 725  ; WASHINGTON  ; DC  ; 20001-",WASHINGTON  ,DC
PO351000-V2,FIRE AND EMERGENCY MEDICAL SERVICES,ELECTRIC FENCE CONTROLLERS AND ACCESSORIES 30,$4963.48,01/10/2011,"PRO TECH SYSTEMS OF MD, INC",12704 SILVERBIRCH LANE                             SUITE 200  ; LAUREL  ; MD  ; 20708-0708,LAUREL  ,MD
PO347986-V2,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$280000.00,01/10/2011,NATIONAL CAPITAL POISON CENTER,3201 NEW MEXICO AVE                                SUITE 310  ; WASHINGTON  ; DC  ; 20016,WASHINGTON  ,DC
PO352719,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$180052.02,01/10/2011,WASHINGTON MATH SCIENCE PCHS,"1920 BLADENSBURG ROAD, NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO352789,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$54503.16,01/10/2011,WASHINGTON MATH SCIENCE PCHS,"1920 BLADENSBURG ROAD, NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO352791,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$40090.63,01/10/2011,TWO RIVERS PCS,"1227 4TH STREET, NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO352739,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$581957.00,01/10/2011,MCDONNELL LANDSCAPING INC,20315 GEORGIA AVENUE   ; BROOKEVILLE  ; MD  ; 20833-,BROOKEVILLE  ,MD
PO352841,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$22413.00,01/10/2011,"FORNEY ENTERPRISES, INC.",1818 NEW YORK AVE NE                               STE 201  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO352829,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$20066.00,01/10/2011,"FORNEY ENTERPRISES, INC.",1818 NEW YORK AVE NE                               STE 201  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO352816,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$2658.00,01/10/2011,STUDY ISLAND,3400 CARLISLE ST                                   STE 345  ; DALLAS  ; TX  ; 75204,DALLAS  ,TX
PO352813,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$152000.00,01/10/2011,CHILDRENS NATIONAL MEDICAL CTR,111 MICHIGAN AVE NW  ; WASHINGTON  ; DC  ; 20010,WASHINGTON  ,DC
PO352819,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$780224.00,01/10/2011,DISTRICT DEVELOPMENT GROUP-HAM,"5710 FURNACE AVENUE, SUITE H  ; ELKRIDGE   ; MD  ; 21075",ELKRIDGE   ,MD
PO352761,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$8731.34,01/10/2011,"INFINITY SOLUTIONS, INC.",1101 PENNSYLVANIA AVENUE NW                        6TH FLOOR  ; WASHINGTON  ; DC  ; 20004,WASHINGTON  ,DC
PO352788,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$17611.24,01/10/2011,WASHINGTON YU YING PUBLIC CHAR,"4401 8TH STREET, NE #G   ; WASHINGTON  ; DC  ; 20017-",WASHINGTON  ,DC
PO352738,OFFICE OF MUNICIPAL PLANNING,"PLANNING, URBAN (COMMUNITY, REGIONAL, AREAWIDE, AND STATE) 64",$242141.00,01/10/2011,DMJM & HARRIS INC,555 S FLOWER STREET SUITE 3700  ; LOS ANGELES  ; CA  ; 90071-,LOS ANGELES  ,CA
PO352725,OFF PUBLIC ED FACILITIES MODERNIZATION,CONSTRUCTION MANAGEMENT SERVICES 26,$69847.00,01/10/2011,JCO RAND* CONSTRUCTION,"2600 VIRGINIA AVENUE, NW  SUITE 701  ; WASHINGTON  ; DC  ; 20037",WASHINGTON  ,DC
PO347524-V2,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,RECYCLED PENS AND PENCILS 94,$15000.00,01/10/2011,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO352790,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$37293.86,01/10/2011,CORP./WASH. LATIN SCHOOL,"4715 16TH STREET, N.W.   ; WASHINGTON  ; DC  ; 20011-",WASHINGTON  ,DC
PO347389,DEPARTMENT OF HEALTH,"LABORATORY EQUIPMENT AND ACCESSORIES: SPECIALIZED, BIOCHEMISTRY, BIOLOGY, CHEMISTRY, ETC., MAINTENANCE AND REPAIR 63",$3768.00,01/10/2011,"PERKINELMER LAS,INC",710 BRIDGEPORT AVENUE   ; SHELTON  ; CT  ; 06484-,SHELTON  ,CT
PO350714,DEPARTMENT OF HEALTH,"LABORATORY EQUIPMENT AND ACCESSORIES: SPECIALIZED, BIOCHEMISTRY, BIOLOGY, CHEMISTRY, ETC., MAINTENANCE AND REPAIR 63",$4824.00,01/10/2011,"PERKINELMER LAS,INC",710 BRIDGEPORT AVENUE   ; SHELTON  ; CT  ; 06484-,SHELTON  ,CT
PO352804,STATE SUPERINTENDENT OF EDUCATION (OSSE),"COMMUNICATIONS SYSTEMS, INTEGRATED (INCLUDES TELEPHONE, CLOCK, INTERCOM, ETC.) 15",$6687.13,01/10/2011,THE NTI GROUP INC,"15301 VENTURA BLVD, BLDG B #300  ; SHERMAN OAKS  ; CA  ; 91403-",SHERMAN OAKS  ,CA
PO352721,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$69786.94,01/10/2011,THEA BOWMAN PREPATORY ACADEMY,"330 21ST STREET, NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO352795,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$26588.55,01/10/2011,THEA BOWMAN PREPATORY ACADEMY,"330 21ST STREET, NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO352827,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"TAPE AND DISPENSERS, OFFICE TYPE 88",$48469.64,01/10/2011,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO352831,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,,$15800.00,01/10/2011,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO352822,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CLASSROOM EQUIPMENT AND SUPPLIES (NOT OTHERWISE CLASSIFIED) 32,$31000.00,01/10/2011,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO352824,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"CARTS, COMPUTER 23",$33764.39,01/10/2011,DELL COMPUTER CORP.,ONE DELL WAY   ; ROUND ROCK  ; TX  ; 78682-,ROUND ROCK  ,TX
PO353042,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,COPYING SERVICES (REPRODUCTION) 18,$4900.00,01/11/2011,"BRENTWORKS, INC.",1776 EYE STREET NW 9TH FLOOR   ; WASHINGTON  ; DC  ; 20006-,WASHINGTON  ,DC
PO352902,PUBLIC CHARTER SCHOOLS,SCHOOL OPERATION AND MANAGEMENT SERVICES 71,$496203.57,01/11/2011,EDUCATION STRENTHENS FAMILIES,"2333 ONTARIO ROAD, NORTHWEST  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO352856,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,$5000.00,01/11/2011,SAMSON WITTY ASSOCIATES,11189 GUNSTON ROAD  ; MASON NECK  ; VA  ; 22079,MASON NECK  ,VA
PO352956,PUBLIC CHARTER SCHOOLS,SCHOOL OPERATION AND MANAGEMENT SERVICES 71,$1705452.13,01/11/2011,"WILLIAM E DOAR, JR. PCS",705 EDGEWOOD STREET NE                             2ND FLOOR  ; WASHINGTON  ; DC  ; 20017,WASHINGTON  ,DC
PO352945,STATE SUPERINTENDENT OF EDUCATION (OSSE),SPECIAL EDUCATION 74,$11875.00,01/11/2011,MILESTONE THERAPEUTIC SERVICES,"2411 32ND STREET, SE   ; WASHINGTON  ; DC  ; 20020-",WASHINGTON  ,DC
PO352870,PUBLIC CHARTER SCHOOLS,SCHOOL OPERATION AND MANAGEMENT SERVICES 71,$986322.75,01/11/2011,APPLETREE EARLY LEARNING PCS,"415 MICHIGAN AVENUE, NE       3RD FLOOR  ; WASHINGTON  ; DC  ; 20017-",WASHINGTON  ,DC
PO353038,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,"WIPING RAGS, ALL TYPES: COTTON TOWELS, LIGHTWEIGHT BLANKETS, MUSLINS, SYNTHETICS, ETC. 60",$8230.03,01/11/2011,AMERICAN EXPRESS COMPANY,2975 W CORPORATE LAKES BLVD                        CPC REMITTANCE PROCESSING  ; WESTON  ; FL  ; 33331-3626,WESTON  ,FL
PO353019,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$21517.50,01/11/2011,OPERA LAFAYETTE,"10 FOURTH STREET, NE  ; WASHINGTON   ; DC  ; 20002",WASHINGTON   ,DC
PO352955,PUBLIC CHARTER SCHOOLS,SCHOOL OPERATION AND MANAGEMENT SERVICES 71,$966717.83,01/11/2011,WASHINGTON MATH SCIENCE PCHS,"1920 BLADENSBURG ROAD, NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO352951,PUBLIC CHARTER SCHOOLS,SCHOOL OPERATION AND MANAGEMENT SERVICES 71,$1111827.99,01/11/2011,TWO RIVERS PCS,"1227 4TH STREET, NE  ; WASHINGTON  ; DC  ; 20002",WASHINGTON  ,DC
PO352933,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$31632.81,01/11/2011,WVSA SCHOOL FOR ARTS,1100 16TH ST NW  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO352939,PUBLIC CHARTER SCHOOLS,SCHOOL OPERATION AND MANAGEMENT SERVICES 71,$516354.08,01/11/2011,WVSA SCHOOL FOR ARTS,1100 16TH ST NW  ; WASHINGTON  ; DC  ; 20036,WASHINGTON  ,DC
PO353023,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$37500.00,01/11/2011,NATIONAL BUILDING MUSEUM,401 F ST NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO352982,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$22500.00,01/11/2011,NATIONAL BUILDING MUSEUM,401 F ST NW  ; WASHINGTON  ; DC  ; 20001,WASHINGTON  ,DC
PO352980,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$4266.45,01/11/2011,JAMES RENWICK ALLIANCE,4405 EAST-WEST HWY #51  ; BETHESDA  ; MD  ; 20814,BETHESDA  ,MD
PO352871,PUBLIC CHARTER SCHOOLS,SCHOOL OPERATION AND MANAGEMENT SERVICES 71,$1401092.58,01/11/2011,ARTS & TECHNOLOGY ACAD PCS,5300 BLAINE STREET NE  ; WASHINGTON  ; DC  ; 20019,WASHINGTON  ,DC
PO347977-V2,OFFICE OF CHIEF FINANCIAL OFFICER,INTERNET DATABASE SUBSCRIPTIONS 35,$36746.03,01/11/2011,COSTAR REALTY INFORMATION INC,2 BETHESDA METRO CENTER                            10TH FLOOR  ; BETHESDA  ; MD  ; 20814-9569,BETHESDA  ,MD
PO352936,PUBLIC CHARTER SCHOOLS,SCHOOL OPERATION AND MANAGEMENT SERVICES 71,$1374338.15,01/11/2011,PAUL JUNIOR HIGH PCS,5800 8TH STREET NW  ; WASHINGTON  ; DC  ; 20011,WASHINGTON  ,DC
PO353012,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/11/2011,JOHN J. ANDERSON,"2339 40TH PLACE NW, APT 2  ; WASHINGTON  ; DC  ; 20007",WASHINGTON  ,DC
PO352960,DEPARTMENT OF EMPLOYMENT SERVICES,HUMAN SERVICES (NOT OTHERWISE CLASSIFIED) 59,$12000.00,01/11/2011,TONI THOMAS ASSOCIATES INC,1920 MLK JR AVE SE  ; WASHINGTON  ; DC  ; 20020,WASHINGTON  ,DC
PO353018,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$14345.00,01/11/2011,THE IN SERIES INC.,"1835 14TH STREET, NW   ; WASHINGTON  ; DC  ; 20009-",WASHINGTON  ,DC
PO352998,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$14250.00,01/11/2011,WASHINGTON YOUTH CHOIR,"733 8TH STREET, NW  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO352920,PUBLIC CHARTER SCHOOLS,SCHOOL OPERATION AND MANAGEMENT SERVICES 71,$2205630.13,01/11/2011,MAYA ANGELOU PCS,"1851 9TH STREET, NW  ; WASHINGTON  ; DC  ; 20001",WASHINGTON  ,DC
PO353003,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/11/2011,KHANH H. LE,"1800 VALLEY TERRACE, S.E.   ; WASHINGTON   ; DC  ; 20032",WASHINGTON   ,DC
PO352931,STATE SUPERINTENDENT OF EDUCATION (OSSE),EDUCATION AND TRAINING CONSULTING 38,$83899.75,01/11/2011,MERIDIAN PUBLIC CHARTER SCHOOL,"1328 FLORIDA AVENUE, NW  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO352921,PUBLIC CHARTER SCHOOLS,SCHOOL OPERATION AND MANAGEMENT SERVICES 71,$1470090.66,01/11/2011,MERIDIAN PUBLIC CHARTER SCHOOL,"1328 FLORIDA AVENUE, NW  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO352853,DC PUBLIC LIBRARY,"CONSTRUCTION SERVICES, HEAVY 00",$55899.37,01/11/2011,FORRESTER CONSTRUCTION CO.,12231 PARKLAWN DR.  ; ROCKVILLE  ; MD  ; 20852,ROCKVILLE  ,MD
PO352925,PUBLIC CHARTER SCHOOLS,SCHOOL OPERATION AND MANAGEMENT SERVICES 71,$456708.25,01/11/2011,NEXT STEP PCS,"1419 COLUMBIA ROAD, NW   ; WASHINGTON  ; DC  ; 20009-",WASHINGTON  ,DC
PO353020,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$21517.50,01/11/2011,DANCE INSTITUTE OF WASHINGTON,"3400 14TH STREET, NW  ; WASHINGTON  ; DC  ; 20010",WASHINGTON  ,DC
PO352900,PUBLIC CHARTER SCHOOLS,SCHOOL OPERATION AND MANAGEMENT SERVICES 71,$588805.77,01/11/2011,EARLY CHILDHOOD ACADEMY PCS,4025 9TH STREET SE  ; WASHINGTON  ; DC  ; 20032,WASHINGTON  ,DC
PO352971,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED) 32,$340607.96,01/11/2011,"DISCOVERY EDUCATION, INC.",DISCOVERY EDUCATION INC                            ONE DISCOVERY PLACE  ; SILVER SPRING  ; MD  ; 20910,SILVER SPRING  ,MD
PO352876,PUBLIC CHARTER SCHOOLS,SCHOOL OPERATION AND MANAGEMENT SERVICES 71,$3373496.46,01/11/2011,CENTER CITY PCS,7 NEW YORK AVE SUITE 300  ; WASHINGTON  ; DC  ; 20002,WASHINGTON  ,DC
PO353009,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/11/2011,MARION FREEMAN,1530 OLIVE STREET NE  ; WASHINGTON  ; DC  ; 20019,WASHINGTON  ,DC
PO352907,PUBLIC CHARTER SCHOOLS,SCHOOL OPERATION AND MANAGEMENT SERVICES 71,$2015359.52,01/11/2011,HOPE COMMUNITY CHARTER SCHOOL,"2917 8TH STREET, N.E.  ; WASHINGTON  ; DC  ; 20017",WASHINGTON  ,DC
PO352999,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$22800.00,01/11/2011,SMITH FARM CTR HEALING ARTS,"1632 U STREET, NW  ; WASHINGTON  ; DC  ; 20009",WASHINGTON  ,DC
PO343766-V2,DEPARTMENT OF HEALTH,PROFESSIONAL SERVICES (NOT OTHERWISE CLASSIFIED) 58,$15500.00,01/11/2011,BRIGETTE M. ROUSON DBA ROUSON,"1521 OTIS STREET, NE  ; WASHINGTON  ; DC  ; 20017",WASHINGTON  ,DC
PO343454-V3,FIRE AND EMERGENCY MEDICAL SERVICES,GARBAGE 48,$2655.00,01/11/2011,"BATES TRUCKING COMPANY, INC.",4305 46TH STREET  ; BLADENSBURG  ; MD  ; 20710,BLADENSBURG  ,MD
PO352908,PUBLIC CHARTER SCHOOLS,SCHOOL OPERATION AND MANAGEMENT SERVICES 71,$480040.73,01/11/2011,HOSPITALITY HIGH SCHOOL OF DC,"4301 13TH STREET, NW THIRD FLOOR  ; WASHINGTON  ; DC  ; 20011-",WASHINGTON  ,DC
PO353021,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$3750.00,01/11/2011,"CENTRONIA, INC.",1420 COLUMBIA ROAD NW MUTICULTURAL LEARNING CENTER  ; WASHINGTON  ; DC  ; 20009-,WASHINGTON  ,DC
PO352915,PUBLIC CHARTER SCHOOLS,SCHOOL OPERATION AND MANAGEMENT SERVICES 71,$1131020.44,01/11/2011,SEDC CHARTER SCHOOL INC.,"3100 MARTIN LUTHER KING AV, SE   ; WASHINGTON  ; DC  ; 20032-",WASHINGTON  ,DC
PO352944,STATE SUPERINTENDENT OF EDUCATION (OSSE),SPECIAL EDUCATION 74,$11375.00,01/11/2011,"CHATTERBOX, PLLC","231 44TH STREET, N.E.  ; WASHINGTON  ; DC  ; 20019",WASHINGTON  ,DC
PO352952,PUBLIC CHARTER SCHOOLS,SCHOOL OPERATION AND MANAGEMENT SERVICES 71,$625494.84,01/11/2011,WASHINGTON YU YING PUBLIC CHAR,"4401 8TH STREET, NE #G   ; WASHINGTON  ; DC  ; 20017-",WASHINGTON  ,DC
PO352997,COMMISSION ON ARTS & HUMANITIES,"ARTS SERVICES (CULTURAL, DESIGN, VISUAL, ETC.) 07",$5000.00,01/11/2011,BRANDON W. BLOCH,"1301 VERMONT AVE., NW, #302   ; WASHINGTON  ; DC  ; 20005-",WASHINGTON  ,DC
PO352957,PUBLIC CHARTER SCHOOLS,SCHOOL OPERATION AND MANAGEMENT SERVICES 71,$371620.88,01/11/2011,LAYC YOUTHBUILD PCS,3014 14TH STREET NW  ; WASHINGTON  ; DC  ; 20009,WASHINGTON  ,DC
